Pix_x	Pix_y	GLat(deg)	GLong(deg)	T(K)
0	0	0.21471	105.63808	14.85
1	0	0.21471	105.63530	14.78
2	0	0.21471	105.63253	14.79
3	0	0.21471	105.62975	14.67
4	0	0.21471	105.62697	14.55
5	0	0.21471	105.62419	14.53
6	0	0.21471	105.62142	14.71
7	0	0.21471	105.61864	14.97
8	0	0.21471	105.61586	15.20
9	0	0.21471	105.61308	15.27
10	0	0.21471	105.61030	15.32
11	0	0.21471	105.60753	15.33
12	0	0.21471	105.60475	15.13
13	0	0.21471	105.60197	15.22
14	0	0.21471	105.59919	15.21
15	0	0.21471	105.59642	15.26
16	0	0.21471	105.59364	15.27
17	0	0.21471	105.59086	15.44
18	0	0.21471	105.58808	15.47
19	0	0.21471	105.58530	15.42
20	0	0.21471	105.58253	15.32
21	0	0.21471	105.57975	15.25
22	0	0.21471	105.57697	15.18
23	0	0.21471	105.57419	15.17
24	0	0.21471	105.57142	15.09
25	0	0.21471	105.56864	15.36
26	0	0.21471	105.56586	15.31
27	0	0.21471	105.56308	14.97
28	0	0.21471	105.56030	15.06
29	0	0.21471	105.55753	15.14
30	0	0.21471	105.55475	15.04
31	0	0.21471	105.55197	15.17
32	0	0.21471	105.54919	15.18
33	0	0.21471	105.54642	15.39
34	0	0.21471	105.54364	15.48
35	0	0.21471	105.54086	15.70
36	0	0.21471	105.53808	15.90
37	0	0.21471	105.53530	15.81
38	0	0.21471	105.53253	15.91
39	0	0.21471	105.52975	16.17
40	0	0.21471	105.52697	16.33
41	0	0.21471	105.52419	16.33
42	0	0.21471	105.52142	16.53
43	0	0.21471	105.51864	17.10
44	0	0.21471	105.51586	17.42
45	0	0.21471	105.51308	17.41
46	0	0.21471	105.51030	16.38
47	0	0.21471	105.50753	16.13
48	0	0.21471	105.50475	17.90
49	0	0.21471	105.50197	17.29
0	1	0.21748	105.63808	14.83
1	1	0.21748	105.63530	14.84
2	1	0.21748	105.63253	14.88
3	1	0.21748	105.62975	14.63
4	1	0.21748	105.62697	14.51
5	1	0.21748	105.62419	14.55
6	1	0.21748	105.62142	14.72
7	1	0.21748	105.61864	14.96
8	1	0.21748	105.61586	15.21
9	1	0.21748	105.61308	15.33
10	1	0.21748	105.61030	15.34
11	1	0.21748	105.60753	15.41
12	1	0.21748	105.60475	15.28
13	1	0.21748	105.60197	15.32
14	1	0.21748	105.59919	15.32
15	1	0.21748	105.59642	15.55
16	1	0.21748	105.59364	15.39
17	1	0.21748	105.59086	15.49
18	1	0.21748	105.58808	15.70
19	1	0.21748	105.58530	15.45
20	1	0.21748	105.58253	15.20
21	1	0.21748	105.57975	15.17
22	1	0.21748	105.57697	15.24
23	1	0.21748	105.57419	15.20
24	1	0.21748	105.57142	15.14
25	1	0.21748	105.56864	15.34
26	1	0.21748	105.56586	15.28
27	1	0.21748	105.56308	14.94
28	1	0.21748	105.56030	15.13
29	1	0.21748	105.55753	15.14
30	1	0.21748	105.55475	15.10
31	1	0.21748	105.55197	15.21
32	1	0.21748	105.54919	15.16
33	1	0.21748	105.54642	15.41
34	1	0.21748	105.54364	15.48
35	1	0.21748	105.54086	15.68
36	1	0.21748	105.53808	15.85
37	1	0.21748	105.53530	15.85
38	1	0.21748	105.53253	16.01
39	1	0.21748	105.52975	16.24
40	1	0.21748	105.52697	16.38
41	1	0.21748	105.52419	16.64
42	1	0.21748	105.52142	16.93
43	1	0.21748	105.51864	17.30
44	1	0.21748	105.51586	17.72
45	1	0.21748	105.51308	18.07
46	1	0.21748	105.51030	17.50
47	1	0.21748	105.50753	17.63
48	1	0.21748	105.50475	18.37
49	1	0.21748	105.50197	17.54
0	2	0.22026	105.63808	14.80
1	2	0.22026	105.63530	14.85
2	2	0.22026	105.63253	14.90
3	2	0.22026	105.62975	14.68
4	2	0.22026	105.62697	14.52
5	2	0.22026	105.62419	14.61
6	2	0.22026	105.62142	14.83
7	2	0.22026	105.61864	15.04
8	2	0.22026	105.61586	15.35
9	2	0.22026	105.61308	15.47
10	2	0.22026	105.61030	15.47
11	2	0.22026	105.60753	15.53
12	2	0.22026	105.60475	15.36
13	2	0.22026	105.60197	15.40
14	2	0.22026	105.59919	15.40
15	2	0.22026	105.59642	15.58
16	2	0.22026	105.59364	15.41
17	2	0.22026	105.59086	15.38
18	2	0.22026	105.58808	15.50
19	2	0.22026	105.58530	15.36
20	2	0.22026	105.58253	15.11
21	2	0.22026	105.57975	14.99
22	2	0.22026	105.57697	15.16
23	2	0.22026	105.57419	15.16
24	2	0.22026	105.57142	15.25
25	2	0.22026	105.56864	15.27
26	2	0.22026	105.56586	15.30
27	2	0.22026	105.56308	15.01
28	2	0.22026	105.56030	14.98
29	2	0.22026	105.55753	15.00
30	2	0.22026	105.55475	15.09
31	2	0.22026	105.55197	15.18
32	2	0.22026	105.54919	15.15
33	2	0.22026	105.54642	15.46
34	2	0.22026	105.54364	15.48
35	2	0.22026	105.54086	15.68
36	2	0.22026	105.53808	15.84
37	2	0.22026	105.53530	15.94
38	2	0.22026	105.53253	16.16
39	2	0.22026	105.52975	16.39
40	2	0.22026	105.52697	16.54
41	2	0.22026	105.52419	16.86
42	2	0.22026	105.52142	17.18
43	2	0.22026	105.51864	17.36
44	2	0.22026	105.51586	18.65
45	2	0.22026	105.51308	20.34
46	2	0.22026	105.51030	20.02
47	2	0.22026	105.50753	20.04
48	2	0.22026	105.50475	19.57
49	2	0.22026	105.50197	18.22
0	3	0.22304	105.63808	14.80
1	3	0.22304	105.63530	14.77
2	3	0.22304	105.63253	14.82
3	3	0.22304	105.62975	14.68
4	3	0.22304	105.62697	14.52
5	3	0.22304	105.62419	14.70
6	3	0.22304	105.62142	14.98
7	3	0.22304	105.61864	15.20
8	3	0.22304	105.61586	15.38
9	3	0.22304	105.61308	15.47
10	3	0.22304	105.61030	15.52
11	3	0.22304	105.60753	15.50
12	3	0.22304	105.60475	15.27
13	3	0.22304	105.60197	15.34
14	3	0.22304	105.59919	15.30
15	3	0.22304	105.59642	15.41
16	3	0.22304	105.59364	15.39
17	3	0.22304	105.59086	15.26
18	3	0.22304	105.58808	15.19
19	3	0.22304	105.58530	15.17
20	3	0.22304	105.58253	15.06
21	3	0.22304	105.57975	14.90
22	3	0.22304	105.57697	15.16
23	3	0.22304	105.57419	15.12
24	3	0.22304	105.57142	15.24
25	3	0.22304	105.56864	15.19
26	3	0.22304	105.56586	15.23
27	3	0.22304	105.56308	15.11
28	3	0.22304	105.56030	15.04
29	3	0.22304	105.55753	15.09
30	3	0.22304	105.55475	15.11
31	3	0.22304	105.55197	15.10
32	3	0.22304	105.54919	15.16
33	3	0.22304	105.54642	15.49
34	3	0.22304	105.54364	15.57
35	3	0.22304	105.54086	15.72
36	3	0.22304	105.53808	15.82
37	3	0.22304	105.53530	15.99
38	3	0.22304	105.53253	16.37
39	3	0.22304	105.52975	16.70
40	3	0.22304	105.52697	16.75
41	3	0.22304	105.52419	16.94
42	3	0.22304	105.52142	17.46
43	3	0.22304	105.51864	17.94
44	3	0.22304	105.51586	20.07
45	3	0.22304	105.51308	20.63
46	3	0.22304	105.51030	23.42
47	3	0.22304	105.50753	22.66
48	3	0.22304	105.50475	18.82
49	3	0.22304	105.50197	18.34
0	4	0.22582	105.63808	14.89
1	4	0.22582	105.63530	14.91
2	4	0.22582	105.63253	14.94
3	4	0.22582	105.62975	14.73
4	4	0.22582	105.62697	14.51
5	4	0.22582	105.62419	14.79
6	4	0.22582	105.62142	15.06
7	4	0.22582	105.61864	15.16
8	4	0.22582	105.61586	15.35
9	4	0.22582	105.61308	15.51
10	4	0.22582	105.61030	15.52
11	4	0.22582	105.60753	15.48
12	4	0.22582	105.60475	15.35
13	4	0.22582	105.60197	15.35
14	4	0.22582	105.59919	15.27
15	4	0.22582	105.59642	15.41
16	4	0.22582	105.59364	15.43
17	4	0.22582	105.59086	15.19
18	4	0.22582	105.58808	15.17
19	4	0.22582	105.58530	15.09
20	4	0.22582	105.58253	15.01
21	4	0.22582	105.57975	15.04
22	4	0.22582	105.57697	15.19
23	4	0.22582	105.57419	15.13
24	4	0.22582	105.57142	15.29
25	4	0.22582	105.56864	15.13
26	4	0.22582	105.56586	15.14
27	4	0.22582	105.56308	15.16
28	4	0.22582	105.56030	15.23
29	4	0.22582	105.55753	15.21
30	4	0.22582	105.55475	15.06
31	4	0.22582	105.55197	15.13
32	4	0.22582	105.54919	15.22
33	4	0.22582	105.54642	15.46
34	4	0.22582	105.54364	15.54
35	4	0.22582	105.54086	15.73
36	4	0.22582	105.53808	15.87
37	4	0.22582	105.53530	16.05
38	4	0.22582	105.53253	16.50
39	4	0.22582	105.52975	16.84
40	4	0.22582	105.52697	16.88
41	4	0.22582	105.52419	17.12
42	4	0.22582	105.52142	17.46
43	4	0.22582	105.51864	18.31
44	4	0.22582	105.51586	19.60
45	4	0.22582	105.51308	21.99
46	4	0.22582	105.51030	27.62
47	4	0.22582	105.50753	26.74
48	4	0.22582	105.50475	19.38
49	4	0.22582	105.50197	17.52
0	5	0.22859	105.63808	15.01
1	5	0.22859	105.63530	15.08
2	5	0.22859	105.63253	15.10
3	5	0.22859	105.62975	14.86
4	5	0.22859	105.62697	14.58
5	5	0.22859	105.62419	14.90
6	5	0.22859	105.62142	15.04
7	5	0.22859	105.61864	15.08
8	5	0.22859	105.61586	15.27
9	5	0.22859	105.61308	15.38
10	5	0.22859	105.61030	15.42
11	5	0.22859	105.60753	15.39
12	5	0.22859	105.60475	15.50
13	5	0.22859	105.60197	15.46
14	5	0.22859	105.59919	15.27
15	5	0.22859	105.59642	15.32
16	5	0.22859	105.59364	15.37
17	5	0.22859	105.59086	15.11
18	5	0.22859	105.58808	15.15
19	5	0.22859	105.58530	15.11
20	5	0.22859	105.58253	15.05
21	5	0.22859	105.57975	15.07
22	5	0.22859	105.57697	15.05
23	5	0.22859	105.57419	15.16
24	5	0.22859	105.57142	15.38
25	5	0.22859	105.56864	15.19
26	5	0.22859	105.56586	15.16
27	5	0.22859	105.56308	15.21
28	5	0.22859	105.56030	15.27
29	5	0.22859	105.55753	15.22
30	5	0.22859	105.55475	15.02
31	5	0.22859	105.55197	15.17
32	5	0.22859	105.54919	15.30
33	5	0.22859	105.54642	15.47
34	5	0.22859	105.54364	15.50
35	5	0.22859	105.54086	15.76
36	5	0.22859	105.53808	15.96
37	5	0.22859	105.53530	16.25
38	5	0.22859	105.53253	16.49
39	5	0.22859	105.52975	16.65
40	5	0.22859	105.52697	16.89
41	5	0.22859	105.52419	17.26
42	5	0.22859	105.52142	17.47
43	5	0.22859	105.51864	18.12
44	5	0.22859	105.51586	19.25
45	5	0.22859	105.51308	20.67
46	5	0.22859	105.51030	26.42
47	5	0.22859	105.50753	24.22
48	5	0.22859	105.50475	18.25
49	5	0.22859	105.50197	17.52
0	6	0.23137	105.63808	15.07
1	6	0.23137	105.63530	15.16
2	6	0.23137	105.63253	15.17
3	6	0.23137	105.62975	14.99
4	6	0.23137	105.62697	14.80
5	6	0.23137	105.62419	14.95
6	6	0.23137	105.62142	14.99
7	6	0.23137	105.61864	15.13
8	6	0.23137	105.61586	15.28
9	6	0.23137	105.61308	15.24
10	6	0.23137	105.61030	15.40
11	6	0.23137	105.60753	15.47
12	6	0.23137	105.60475	15.56
13	6	0.23137	105.60197	15.44
14	6	0.23137	105.59919	15.28
15	6	0.23137	105.59642	15.30
16	6	0.23137	105.59364	15.34
17	6	0.23137	105.59086	15.18
18	6	0.23137	105.58808	15.21
19	6	0.23137	105.58530	15.13
20	6	0.23137	105.58253	15.09
21	6	0.23137	105.57975	15.12
22	6	0.23137	105.57697	15.10
23	6	0.23137	105.57419	15.23
24	6	0.23137	105.57142	15.35
25	6	0.23137	105.56864	15.24
26	6	0.23137	105.56586	15.25
27	6	0.23137	105.56308	15.33
28	6	0.23137	105.56030	15.25
29	6	0.23137	105.55753	15.13
30	6	0.23137	105.55475	15.08
31	6	0.23137	105.55197	15.27
32	6	0.23137	105.54919	15.35
33	6	0.23137	105.54642	15.56
34	6	0.23137	105.54364	15.55
35	6	0.23137	105.54086	15.78
36	6	0.23137	105.53808	16.06
37	6	0.23137	105.53530	16.73
38	6	0.23137	105.53253	16.78
39	6	0.23137	105.52975	16.56
40	6	0.23137	105.52697	16.76
41	6	0.23137	105.52419	17.15
42	6	0.23137	105.52142	17.48
43	6	0.23137	105.51864	17.74
44	6	0.23137	105.51586	18.99
45	6	0.23137	105.51308	18.86
46	6	0.23137	105.51030	18.91
47	6	0.23137	105.50753	18.05
48	6	0.23137	105.50475	17.45
49	6	0.23137	105.50197	17.57
0	7	0.23415	105.63808	15.07
1	7	0.23415	105.63530	15.11
2	7	0.23415	105.63253	15.11
3	7	0.23415	105.62975	14.94
4	7	0.23415	105.62697	14.94
5	7	0.23415	105.62419	14.98
6	7	0.23415	105.62142	14.85
7	7	0.23415	105.61864	15.10
8	7	0.23415	105.61586	15.34
9	7	0.23415	105.61308	15.23
10	7	0.23415	105.61030	15.37
11	7	0.23415	105.60753	15.40
12	7	0.23415	105.60475	15.46
13	7	0.23415	105.60197	15.30
14	7	0.23415	105.59919	15.21
15	7	0.23415	105.59642	15.41
16	7	0.23415	105.59364	15.26
17	7	0.23415	105.59086	15.14
18	7	0.23415	105.58808	15.23
19	7	0.23415	105.58530	15.12
20	7	0.23415	105.58253	15.08
21	7	0.23415	105.57975	15.25
22	7	0.23415	105.57697	15.13
23	7	0.23415	105.57419	15.16
24	7	0.23415	105.57142	15.21
25	7	0.23415	105.56864	15.19
26	7	0.23415	105.56586	15.24
27	7	0.23415	105.56308	15.20
28	7	0.23415	105.56030	15.20
29	7	0.23415	105.55753	15.13
30	7	0.23415	105.55475	15.10
31	7	0.23415	105.55197	15.33
32	7	0.23415	105.54919	15.40
33	7	0.23415	105.54642	15.60
34	7	0.23415	105.54364	15.60
35	7	0.23415	105.54086	15.81
36	7	0.23415	105.53808	16.01
37	7	0.23415	105.53530	16.67
38	7	0.23415	105.53253	16.86
39	7	0.23415	105.52975	16.59
40	7	0.23415	105.52697	16.60
41	7	0.23415	105.52419	16.86
42	7	0.23415	105.52142	17.14
43	7	0.23415	105.51864	17.32
44	7	0.23415	105.51586	17.94
45	7	0.23415	105.51308	18.63
46	7	0.23415	105.51030	18.38
47	7	0.23415	105.50753	17.64
48	7	0.23415	105.50475	17.30
49	7	0.23415	105.50197	17.14
0	8	0.23693	105.63808	15.11
1	8	0.23693	105.63530	15.18
2	8	0.23693	105.63253	15.08
3	8	0.23693	105.62975	14.93
4	8	0.23693	105.62697	14.96
5	8	0.23693	105.62419	14.92
6	8	0.23693	105.62142	14.79
7	8	0.23693	105.61864	15.12
8	8	0.23693	105.61586	15.42
9	8	0.23693	105.61308	15.32
10	8	0.23693	105.61030	15.28
11	8	0.23693	105.60753	15.36
12	8	0.23693	105.60475	15.40
13	8	0.23693	105.60197	15.25
14	8	0.23693	105.59919	15.30
15	8	0.23693	105.59642	15.50
16	8	0.23693	105.59364	15.24
17	8	0.23693	105.59086	15.15
18	8	0.23693	105.58808	15.15
19	8	0.23693	105.58530	15.08
20	8	0.23693	105.58253	15.02
21	8	0.23693	105.57975	15.19
22	8	0.23693	105.57697	15.16
23	8	0.23693	105.57419	15.18
24	8	0.23693	105.57142	15.14
25	8	0.23693	105.56864	15.07
26	8	0.23693	105.56586	15.13
27	8	0.23693	105.56308	15.17
28	8	0.23693	105.56030	15.18
29	8	0.23693	105.55753	15.17
30	8	0.23693	105.55475	15.19
31	8	0.23693	105.55197	15.30
32	8	0.23693	105.54919	15.34
33	8	0.23693	105.54642	15.52
34	8	0.23693	105.54364	15.70
35	8	0.23693	105.54086	16.06
36	8	0.23693	105.53808	16.08
37	8	0.23693	105.53530	16.37
38	8	0.23693	105.53253	16.75
39	8	0.23693	105.52975	16.64
40	8	0.23693	105.52697	16.58
41	8	0.23693	105.52419	16.77
42	8	0.23693	105.52142	16.94
43	8	0.23693	105.51864	17.31
44	8	0.23693	105.51586	17.90
45	8	0.23693	105.51308	18.18
46	8	0.23693	105.51030	17.77
47	8	0.23693	105.50753	17.43
48	8	0.23693	105.50475	17.29
49	8	0.23693	105.50197	17.11
0	9	0.23971	105.63808	15.16
1	9	0.23971	105.63530	15.20
2	9	0.23971	105.63253	15.09
3	9	0.23971	105.62975	15.09
4	9	0.23971	105.62697	15.03
5	9	0.23971	105.62419	14.82
6	9	0.23971	105.62142	14.80
7	9	0.23971	105.61864	15.13
8	9	0.23971	105.61586	15.37
9	9	0.23971	105.61308	15.22
10	9	0.23971	105.61030	15.31
11	9	0.23971	105.60753	15.51
12	9	0.23971	105.60475	15.35
13	9	0.23971	105.60197	15.26
14	9	0.23971	105.59919	15.29
15	9	0.23971	105.59642	15.44
16	9	0.23971	105.59364	15.23
17	9	0.23971	105.59086	15.18
18	9	0.23971	105.58808	15.19
19	9	0.23971	105.58530	15.14
20	9	0.23971	105.58253	15.11
21	9	0.23971	105.57975	15.20
22	9	0.23971	105.57697	15.18
23	9	0.23971	105.57419	15.13
24	9	0.23971	105.57142	15.07
25	9	0.23971	105.56864	15.00
26	9	0.23971	105.56586	15.08
27	9	0.23971	105.56308	15.22
28	9	0.23971	105.56030	15.24
29	9	0.23971	105.55753	15.15
30	9	0.23971	105.55475	15.15
31	9	0.23971	105.55197	15.21
32	9	0.23971	105.54919	15.26
33	9	0.23971	105.54642	15.45
34	9	0.23971	105.54364	15.71
35	9	0.23971	105.54086	16.12
36	9	0.23971	105.53808	16.14
37	9	0.23971	105.53530	16.44
38	9	0.23971	105.53253	16.85
39	9	0.23971	105.52975	16.76
40	9	0.23971	105.52697	16.72
41	9	0.23971	105.52419	16.93
42	9	0.23971	105.52142	17.14
43	9	0.23971	105.51864	17.65
44	9	0.23971	105.51586	18.14
45	9	0.23971	105.51308	18.07
46	9	0.23971	105.51030	17.53
47	9	0.23971	105.50753	17.58
48	9	0.23971	105.50475	17.59
49	9	0.23971	105.50197	17.14
0	10	0.24248	105.63808	15.32
1	10	0.24248	105.63530	15.26
2	10	0.24248	105.63253	15.11
3	10	0.24248	105.62975	15.26
4	10	0.24248	105.62697	15.01
5	10	0.24248	105.62419	14.69
6	10	0.24248	105.62142	14.88
7	10	0.24248	105.61864	15.13
8	10	0.24248	105.61586	15.29
9	10	0.24248	105.61308	15.20
10	10	0.24248	105.61030	15.44
11	10	0.24248	105.60753	15.53
12	10	0.24248	105.60475	15.30
13	10	0.24248	105.60197	15.28
14	10	0.24248	105.59919	15.24
15	10	0.24248	105.59642	15.51
16	10	0.24248	105.59364	15.27
17	10	0.24248	105.59086	15.09
18	10	0.24248	105.58808	15.15
19	10	0.24248	105.58530	15.08
20	10	0.24248	105.58253	15.06
21	10	0.24248	105.57975	15.14
22	10	0.24248	105.57697	15.14
23	10	0.24248	105.57419	15.07
24	10	0.24248	105.57142	15.14
25	10	0.24248	105.56864	15.08
26	10	0.24248	105.56586	15.09
27	10	0.24248	105.56308	15.15
28	10	0.24248	105.56030	15.22
29	10	0.24248	105.55753	15.19
30	10	0.24248	105.55475	15.09
31	10	0.24248	105.55197	15.17
32	10	0.24248	105.54919	15.21
33	10	0.24248	105.54642	15.40
34	10	0.24248	105.54364	15.56
35	10	0.24248	105.54086	15.81
36	10	0.24248	105.53808	16.05
37	10	0.24248	105.53530	16.64
38	10	0.24248	105.53253	16.79
39	10	0.24248	105.52975	16.57
40	10	0.24248	105.52697	16.53
41	10	0.24248	105.52419	16.71
42	10	0.24248	105.52142	17.06
43	10	0.24248	105.51864	17.41
44	10	0.24248	105.51586	17.53
45	10	0.24248	105.51308	17.41
46	10	0.24248	105.51030	16.92
47	10	0.24248	105.50753	17.05
48	10	0.24248	105.50475	17.19
49	10	0.24248	105.50197	16.81
0	11	0.24526	105.63808	15.29
1	11	0.24526	105.63531	15.28
2	11	0.24526	105.63253	15.15
3	11	0.24526	105.62975	15.27
4	11	0.24526	105.62697	14.84
5	11	0.24526	105.62419	14.60
6	11	0.24526	105.62142	14.98
7	11	0.24526	105.61864	15.15
8	11	0.24526	105.61586	15.31
9	11	0.24526	105.61308	15.35
10	11	0.24526	105.61030	15.55
11	11	0.24526	105.60753	15.48
12	11	0.24526	105.60475	15.43
13	11	0.24526	105.60197	15.34
14	11	0.24526	105.59919	15.32
15	11	0.24526	105.59642	15.55
16	11	0.24526	105.59364	15.34
17	11	0.24526	105.59086	15.15
18	11	0.24526	105.58808	15.21
19	11	0.24526	105.58530	15.09
20	11	0.24526	105.58253	14.96
21	11	0.24526	105.57975	15.09
22	11	0.24526	105.57697	15.12
23	11	0.24526	105.57419	15.03
24	11	0.24526	105.57142	15.10
25	11	0.24526	105.56864	15.13
26	11	0.24526	105.56586	15.14
27	11	0.24526	105.56308	15.10
28	11	0.24526	105.56030	15.12
29	11	0.24526	105.55753	15.13
30	11	0.24526	105.55475	15.09
31	11	0.24526	105.55197	15.09
32	11	0.24526	105.54919	15.11
33	11	0.24526	105.54642	15.41
34	11	0.24526	105.54364	15.51
35	11	0.24526	105.54086	15.56
36	11	0.24526	105.53808	15.99
37	11	0.24526	105.53530	16.60
38	11	0.24526	105.53253	16.31
39	11	0.24526	105.52975	15.90
40	11	0.24526	105.52697	15.87
41	11	0.24526	105.52419	16.09
42	11	0.24526	105.52142	16.54
